customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4100-JPYVY,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.81,2666.3,Yes
7666-QJAVJ,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.07,245.04,Yes
6225-KDRZT,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,101.87,352.36,No
4456-TIAXD,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,112.59,1672.68,No
5313-UYFIN,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.13,2995.17,No
7197-MEEZM,Male,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,29.71,1159.13,Yes
4955-BZBSW,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.64,1585.67,Yes
9043-CISIH,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.8,1779.92,No
5216-GISHK,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,98.99,6046.82,No
4701-FUXRK,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),72.65,2364.76,Yes
2006-FDRZI,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.73,1385.33,No
1437-YFAWI,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.72,1592.71,Yes
9536-JFSCC,Male,1,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),102.53,6324.48,No
9823-WZVFN,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.07,4922.98,No
5206-QHEGV,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),100.93,5316.67,No
8613-EFMNV,Female,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),105.66,4319.98,Yes
1601-HENLK,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.3,3484.0,No
9945-IUZSS,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.59,4416.85,No
2632-SJFCB,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.63,887.12,Yes
2439-XUNLN,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),30.91,971.48,No
3282-YATOD,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,42.14,2818.33,No
7203-GUBSH,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.35,2000.75,Yes
8893-MLCVF,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),83.56,3224.77,No
8437-VUZDQ,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.19,2740.23,No
4592-DADPY,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.59,5006.16,No
4258-LVLBY,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,56.1,3964.73,No
2359-VBVJD,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.47,6049.7,No
7027-DQVVZ,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),59.41,2483.7,No
2554-RIQUC,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.72,2396.87,No
5204-FMPBR,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.25,1402.14,No
6993-AODRS,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.68,197.61,No
6153-APDAY,Female,1,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.08,2804.82,Yes
9816-KUESS,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.81,1547.42,No
1940-PBRMI,Male,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.47,4416.48,No
5557-GYJWD,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),30.13,1495.83,No
1628-MVONV,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.23,3174.78,Yes
6064-LYCII,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,19.47,919.37,No
1503-RSRCO,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,94.63,672.58,Yes
5067-GEDNF,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.69,1281.97,Yes
3276-TIZQJ,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.48,6846.26,No
1147-RTSCR,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),34.71,1433.18,No
9940-WYUEE,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),55.55,3989.41,No
5228-RUSFR,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,32.36,858.45,Yes
3160-MHRMJ,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.81,1384.92,Yes
5188-ANJUM,Female,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.97,2836.83,Yes
7697-GXUTQ,Male,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,41.08,542.89,No
8999-TNTDG,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),59.13,2418.57,No
4325-YKEPI,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.83,1535.41,No
9754-QGWVI,Female,1,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,97.57,2970.74,No
5265-TLPIR,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.44,6268.77,Yes
6429-RCXAP,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.11,2295.96,No
8707-YGICZ,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.69,1802.81,Yes
9811-ETYCM,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,79.57,5779.8,No
8649-TXXNR,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.51,3034.46,No
4246-RJADJ,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.07,874.44,Yes
9892-QNHUC,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),27.75,757.08,No
8510-JYIUE,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.87,3275.86,No
9255-OUNEW,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.29,2693.32,No
3347-KFBFI,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.17,55.11,No
5596-JKIJB,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.08,1113.49,No
2876-ZGZKG,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.13,3910.4,No
5896-BVMNP,Male,1,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.77,887.57,Yes
8182-GKBGW,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,72.7,2164.56,Yes
9822-DTUTC,Male,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,68.69,1759.99,No
2700-XVLWP,Male,0,No,Yes,53,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.93,4569.45,No
1074-TVATG,Male,0,No,No,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.22,4293.38,No
3811-ICFFM,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,100.25,2968.74,No
6722-QFKXK,Female,0,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,24.15,586.47,Yes
7001-OZXZL,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.31,2841.81,Yes
3882-MOVVU,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,90.48,2690.28,Yes
6018-TRQYJ,Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,98.04,5281.28,No
7282-WIGID,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),55.39,3503.23,No
2140-YKRNL,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,47.54,1433.61,No
2090-BHPGR,Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.13,3753.6,No
6859-TQVLR,Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.02,2255.28,No
5292-ZKZCU,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,56.01,3843.34,No
2109-ZLUGI,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),93.25,5960.62,No
6686-FFUZS,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),66.59,1839.48,No
9381-FHQXP,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.25,1872.29,Yes
1369-RGQHD,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.21,3235.61,Yes
1498-TIUDW,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),22.96,726.23,No
7566-GZXCM,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.19,1100.5,No
4080-PBWZB,Female,1,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.62,3467.34,No
6577-JOJSW,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.09,910.73,Yes
2289-FBAKU,Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,29.93,304.01,Yes
9958-RMSIK,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.99,4833.44,Yes
3124-UERRK,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),78.05,1737.27,No
2436-OVJLR,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.73,540.73,Yes
2537-GUWFL,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.17,800.69,No
2349-VOBKS,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.67,4546.13,No
9409-NPYAT,Male,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),71.97,893.03,No
6746-XXXLJ,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.26,209.39,No
4526-VVWZZ,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.94,3133.48,Yes
1623-JAZGX,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,106.37,1714.2,No
1583-EMDIY,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.66,4910.3,No
8317-ZMXKO,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),27.15,262.69,No
8039-DSRLW,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),63.22,2802.1,No
6088-YRRHM,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.14,2958.9,Yes
8389-LKVVW,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.33,910.62,Yes
8602-RTQFS,Male,0,No,No,38,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.95,4260.77,Yes
6065-JEOHP,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.38,49.96,Yes
6190-RDOTF,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,45.09,2992.66,No
3777-AXVUU,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.13,4272.83,Yes
5930-VJMHS,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.18,210.39,No
4502-UWWOW,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,38.55,1335.84,No
6933-WKEZV,Male,0,No,No,71,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.02,7157.93,No
1726-VSDJC,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.6,2247.13,No
6680-XMGGO,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.38,5601.53,No
8613-BTOMU,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),93.3,367.58,No
7420-PGHDY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,34.85,88.75,Yes
6217-VQIQI,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.45,117.33,No
2293-DCDXX,Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.76,1990.3,No
7775-HTZVB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),50.29,897.34,No
7734-HDESN,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,71.95,204.62,Yes
2176-MHTRM,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,27.58,1299.44,Yes
6947-YRZON,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,114.16,2845.89,No
4506-UCKHZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,116.92,5781.04,No
3645-LKZPF,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.41,689.56,No
5616-JOKPP,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.08,1591.91,No
5698-LCENF,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.21,2081.43,Yes
5500-TWXHK,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.49,1410.96,Yes
7153-UECNV,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,32.01,770.93,No
7286-BGXXC,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.13,3353.05,No
2879-BYIXP,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,114.79,5659.75,Yes
5890-NBUQM,Male,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),112.62,6541.82,No
3178-KOUHK,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,111.72,4050.71,Yes
5098-LVHCL,Male,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.0,922.56,Yes
8539-MUDST,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.59,1213.17,Yes
8329-GVGNC,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,29.13,939.97,No
4064-PAPUQ,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,77.6,5352.93,No
7856-QDDEC,Female,1,No,Yes,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,52.25,2334.69,No
5004-JBSTA,Male,0,Yes,No,30,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.4,3170.66,Yes
3283-UWOFA,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.55,4992.5,No
5623-OTRDA,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.81,5590.03,No
9138-YCCUL,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.74,4855.27,No
9657-ADONK,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.64,4487.94,No
2494-GNKRS,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,101.97,6124.73,No
3886-IYVSQ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),34.19,1834.42,No
7569-VJPAU,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,104.88,5357.22,No
9008-DPCCK,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.3,5541.85,No
6535-YMVXX,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.11,1417.42,No
8159-ZBJTA,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),99.51,6585.31,No
5785-OFXTF,Female,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),84.37,4083.78,No
8655-RQTOQ,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),26.78,1131.98,No
7217-OFQVT,Female,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,116.87,4041.89,Yes
8097-ZWSTL,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,45.39,2405.29,No
7735-BWLIT,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),73.27,3147.28,No
5601-TYEUU,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.79,2215.52,Yes
6774-UQAFE,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.16,120.23,Yes
1226-TDRXB,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,41.32,246.99,No
4235-NMCVQ,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.09,1109.37,Yes
9331-QEREK,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.54,2275.26,No
1966-EFXBR,Female,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.88,5625.92,No
1740-KFQID,Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.5,3616.44,Yes
6587-RBQOM,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,117.92,8305.52,No
4809-BHQLP,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.56,3212.46,Yes
3425-QGRNL,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.38,4986.49,Yes
9075-NLPTG,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,45.42,1323.44,No
9631-OLSZQ,Female,1,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.6,2658.14,Yes
6426-CIKCO,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.42,1174.8,Yes
1143-BFYUH,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,60.0,4185.67,No
7145-URZLF,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.83,4629.97,No
7048-MDUID,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,89.28,2701.19,No
7876-RAWTP,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),41.8,1998.02,Yes
1509-EXLGG,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),108.81,986.97,No
1313-WUWHB,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.55,1077.84,No
8626-BSUMT,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24.25,1040.69,No
6325-TYIUL,Female,0,No,No,46,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,113.63,5286.75,No
3719-PUPBB,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),45.51,707.25,No
1757-UYQEL,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.67,198.92,No
2210-PYNUE,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,73.27,3792.95,No
2418-ZTBXO,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.73,1600.84,Yes
